Title,Company,Link,Location,Date,Company Id,Job Id
"Sr. Ruby on Rails Developer (AWS, API, Full Stack, Selenium) in NYC",DBA Web Technologies,"https://www.dice.com/jobs/detail/Sr.-Ruby-on-Rails-Developer-%28AWS%2C-API%2C-Full-Stack%2C-Selenium%29-in-NYC-DBA-Web-Technologies-New-York-NY-10017/10216777/R_RoR_NYC?icid=sr1-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 06:29:50 -0500,10216777,R_RoR_NYC
Full Stack Software Engineer - Ruby On Rails / Java,JMD Partners,"https://www.dice.com/jobs/detail/Full-Stack-Software-Engineer-%26%2345-Ruby-On-Rails-%26%2347-Java-JMD-Partners-New-York-NY-10017/10225460/349950?icid=sr2-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-15 18:29:50 -0500,10225460,349950
RUBY ON RAILS SENIOR DEVELOPER,CPS Comtech,"https://www.dice.com/jobs/detail/RUBY-ON-RAILS-SENIOR-DEVELOPER-CPS-Comtech-Manhattan-NY-10001/10369046/913745?icid=sr3-1p&q=Ruby&l=Oakland, NJ","Manhattan, NY",2016-01-18 12:29:50 -0500,10369046,913745
"DevOps Engineer - Ruby, Python, AWS, Chef, Python",JMD Partners,"https://www.dice.com/jobs/detail/DevOps-Engineer-%26%2345-Ruby%2C-Python%2C-AWS%2C-Chef%2C-Python-JMD-Partners-New-York-NY-10017/10225460/338281?icid=sr4-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-15 18:29:50 -0500,10225460,338281
"DevOps Engineer - Ruby, Chef, AWS",JMD Partners,"https://www.dice.com/jobs/detail/DevOps-Engineer-%26%2345-Ruby%2C-Chef%2C-AWS-JMD-Partners-New-York-NY-10017/10225460/348188?icid=sr5-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-15 18:29:50 -0500,10225460,348188
ruby on rails,"ScrumLink, Inc.",http://www.dice.com/job/result/10457621/358106?icid=sr6-1p,"New York City, NY",2016-01-13 18:29:50 -0500,10457621,358106
"Senior Ruby on Rails Developer - Ruby, Ruby on Rails",CyberCoders,"https://www.dice.com/jobs/detail/Senior-Ruby-on-Rails-Developer-%26%2345-Ruby%2C-Ruby-on-Rails-CyberCoders-Manhattan-NY-10001/cybercod/RS-123553215?icid=sr7-1p&q=Ruby&l=Oakland, NJ","Manhattan, NY",2016-01-18 08:29:50 -0500,cybercod,RS-123553215
Sr. Ruby on Rails Developer,TRUMARK Executive Search,"https://www.dice.com/jobs/detail/Sr.-Ruby-on-Rails-Developer-TRUMARK-Executive-Search-New-York-NY-10001/10384475/300825?icid=sr8-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-11 18:29:50 -0500,10384475,300825
Ruby on Rails Developer,eclaro,http://www.dice.com/job/result/ndi/15-13143?icid=sr9-1p,"New York, NY",2016-01-14 18:29:50 -0500,ndi,15-13143
100% Remote Senior Ruby on Rails Software Developer,CyberCoders,"https://www.dice.com/jobs/detail/100%26%2337-Remote-Senior-Ruby-on-Rails-Software-Developer-CyberCoders-New-York-NY-10001/cybercod/SS2-124175413?icid=sr10-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:50 -0500,cybercod,SS2-124175413
Ruby on Rails Developer,Software Guidance & Assistance,"https://www.dice.com/jobs/detail/Ruby-on-Rails-Developer-Software-Guidance-%26-Assistance-New-York-NY-10001/sgainc/15-05097?icid=sr11-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 12:29:50 -0500,sgainc,15-05097
Ruby on Rails Fullstack Developeer,eclaro,http://www.dice.com/job/result/ndi/279478?icid=sr12-1p,"New York, NY",2016-01-14 18:29:50 -0500,ndi,279478
"Ruby on Rails Expert - Ruby on Rails, HAML, SaaS",CyberCoders,"https://www.dice.com/jobs/detail/Ruby-on-Rails-Expert-%26%2345-Ruby-on-Rails%2C-HAML%2C-SaaS-CyberCoders-New-York-NY-10001/cybercod/KF1-12557042?icid=sr13-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 07:29:50 -0500,cybercod,KF1-12557042
"Senior Ruby on Rails Developer - Ruby on Rails, MySQL, UX",CyberCoders,"https://www.dice.com/jobs/detail/Senior-Ruby-on-Rails-Developer-%26%2345-Ruby-on-Rails%2C-MySQL%2C-UX-CyberCoders-New-York-NY-10001/cybercod/SL2-12563871?icid=sr14-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 07:29:50 -0500,cybercod,SL2-12563871
Senior Ruby on Rails Developer NYC Startup,CyberCoders,"https://www.dice.com/jobs/detail/Senior-Ruby-on-Rails-Developer-NYC-Startup-CyberCoders-New-York-NY-10001/cybercod/SP-12355935?icid=sr15-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:50 -0500,cybercod,SP-12355935
Ruby on Rails Engineer,Robert Half Technology,"https://www.dice.com/jobs/detail/Ruby-on-Rails-Engineer-Robert-Half-Technology-New-York-NY-10022/rhalfint/02940-151721?icid=sr16-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 16:29:50 -0500,rhalfint,02940-151721
Ruby Developer,KDS Staffing,"https://www.dice.com/jobs/detail/Ruby-Developer-KDS-Staffing-New-York-NY-10012/10379201/JOS000000310?icid=sr17-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-11 18:29:50 -0500,10379201,JOS000000310
Ruby on Rails - Full Stack Dev,New York Technology Partners,http://www.dice.com/job/result/10119106/ROR-sy?icid=sr18-1p,"New York City, NY",2016-01-18 10:29:50 -0500,10119106,ROR-sy
Ruby on Rails Software Engineer - Spree - REMOTE,CyberCoders,"https://www.dice.com/jobs/detail/Ruby-on-Rails-Software-Engineer-%26%2345-Spree-%26%2345-REMOTE-CyberCoders-Morris-Plains-NJ-07950/cybercod/JN1-12510767?icid=sr19-1p&q=Ruby&l=Oakland, NJ","Morris Plains, NJ",2016-01-18 07:29:50 -0500,cybercod,JN1-12510767
Sr Ruby Developer,Capital Markets Placement,"https://www.dice.com/jobs/detail/Sr-Ruby-Developer-Capital-Markets-Placement-New-York-NY-10001/10120548/3607?icid=sr20-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:50 -0500,10120548,3607
Senior Ruby Developer (Full Stack),Robert Half Technology,"https://www.dice.com/jobs/detail/Senior-Ruby-Developer-%28Full-Stack%29-Robert-Half-Technology-New-York-NY-10011/rhalfint/02940-154331?icid=sr21-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 16:29:50 -0500,rhalfint,02940-154331
